	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
GSM505460	0.63323355	0.47793043	0.47921747	0.405382	0.5681553	0.40751612	0.56587964	0.52978414	0.5645683	0.48748976	0.581244	0.6230659	0.5231387	0.35662895	0.67866707	0.36559558	0.56388193	0.54166454	0.5107199	0.4499023	0.32765573	0.47966525	0.5364312	0.60957974	0.5222881	0.6154503	0.40854016	0.5281192	0.47242254	0.5417273	0.4422588	0.48886162	0.51870805	0.34377968	0.46972975	0.4413096	0.5982364	0.4398129	0.47450024	0.6501087	0.58620346	0.3838285	0.43350357	0.60994196	0.5882317	0.6017376	0.6629304	0.49729702	0.2824673	0.42899942	0.60135937	0.5475525	0.43808568	0.31470764	0.53845334	0.4048965	0.47993833	0.7196509	0.45232767	0.32797417	0.41283455	0.57693547	0.63789123	0.61223954	0.51928335	0.42124683	0.46860957	0.5467292	0.5643139	0.23819956	0.45002127	0.55853784	0.5334923	0.57825553	0.38913238	0.5375549	0.6477289	0.4875538	0.4880424	0.6888803	0.31265122	0.5756336	0.6585079	0.42054337	0.34841856	0.53162885	0.5966045	0.55268615	0.58722746	0.51869756	0.60229456	0.5784119	0.23224536	0.54170036	0.53524315	0.5472134	0.4442965	0.54182386	0.5544252	0.45013776
GSM505461	0.5173979	0.5491652	0.5566296	0.49597168	0.4899465	0.52035385	0.6019923	0.5770453	0.61359155	0.5734388	0.51679754	0.12961784	0.6277782	0.4052802	0.15010333	0.5079085	0.4711116	0.6511361	0.57842505	0.19656199	0.4575859	0.5459028	0.48853314	0.6769034	0.6206738	0.6559682	0.45866057	0.47255462	0.5992109	0.6159153	0.5435421	0.4125755	0.49626943	0.44374847	0.55645514	0.52941555	0.5861025	0.5415168	0.60667306	0.5967844	0.5000812	0.523966	0.605228	0.63940644	0.613591	0.65801096	0.14210945	0.56542486	0.43205994	0.52396363	0.56990194	0.6338695	0.49575022	0.45960867	0.59800124	0.4951837	0.5380338	0.18629017	0.51590586	0.5084357	0.50369954	0.66143024	0.5488758	0.7024099	0.59611964	0.5389324	0.57571	0.6117308	0.4904013	0.46020624	0.53407896	0.60459346	0.5669823	0.6153724	0.4681087	0.55097204	0.58231074	0.57647145	0.61284745	0.61015207	0.46482486	0.5322707	0.5332321	0.5870464	0.39486763	0.11818239	0.123116374	0.45504916	0.55415595	0.5582543	0.5909116	0.58300936	0.3868019	0.5043872	0.58044994	0.5874629	0.57030815	0.62836313	0.6673403	0.5446041
GSM505462	0.56834805	0.45666292	0.52011245	0.39346534	0.5156735	0.5174485	0.55398375	0.4692775	0.58296067	0.46064332	0.538034	0.5043695	0.5123075	0.46084163	0.5451025	0.43805408	0.48307183	0.5691642	0.5119669	0.43482092	0.4155753	0.47426423	0.47199857	0.6495619	0.4887471	0.6066807	0.4348346	0.4674319	0.49521744	0.5111756	0.4053527	0.39729026	0.46726492	0.4626845	0.49014717	0.52567554	0.5471063	0.4382809	0.54536045	0.56785834	0.5836628	0.4862514	0.5405913	0.5447832	0.64530116	0.5668896	0.5270374	0.54209787	0.39346918	0.40193406	0.5548347	0.5380846	0.39398554	0.3954889	0.518164	0.34739357	0.4417715	0.6438437	0.4201985	0.43936354	0.45837218	0.60962754	0.5781249	0.6427837	0.5421286	0.41318473	0.48959404	0.5314353	0.51034814	0.3693896	0.4489191	0.5326285	0.4661768	0.588248	0.37933332	0.47582996	0.58020854	0.48392865	0.5512741	0.6465415	0.40380773	0.54818547	0.5980753	0.53536916	0.4105715	0.43435103	0.49310595	0.50200474	0.5214406	0.4804241	0.49472693	0.49431345	0.3625173	0.5030483	0.5419239	0.52320534	0.5411183	0.5767159	0.60316104	0.44964153
GSM505463	0.6938681	0.16584605	0.22961596	0.11984578	0.7138576	0.6541036	0.17473564	0.13187364	0.2921812	0.21314245	0.66598713	0.47828358	0.1803081	0.61747134	0.5167011	0.61606616	0.60702044	0.74015796	0.1576361	0.49246967	0.58991516	0.17442727	0.6173193	0.31518894	0.1779083	0.18796605	0.5928172	0.61653745	0.1682165	0.3172264	0.1609731	0.62126243	0.6367096	0.61207736	0.23918486	0.667652	0.6875875	0.12624809	0.72922593	0.6917979	0.69488657	0.67945826	0.636188	0.3849182	0.75900674	0.22107953	0.51435715	0.23013574	0.529781	0.15602964	0.7168535	0.18635479	0.15952358	0.6122583	0.14863726	0.1530186	0.1622394	0.5897013	0.24270844	0.64406735	0.65587133	0.78041506	0.7324158	0.7807436	0.17045122	0.16825417	0.14618644	0.23459604	0.669255	0.54596907	0.14885697	0.23917994	0.28304666	0.20013702	0.09888607	0.40081513	0.7389223	0.18507513	0.6797985	0.7756259	0.5506715	0.6796537	0.7434039	0.68838644	0.5632418	0.45846546	0.4615052	0.614123	0.67907476	0.23014766	0.50183046	0.41451013	0.4731265	0.67186177	0.21835905	0.32319415	0.70069796	0.2182951	0.7403377	0.15945438
GSM505464	0.5342729	0.52124065	0.55088985	0.4742426	0.5226908	0.49174812	0.61553705	0.59337354	0.65456915	0.5199227	0.46941355	0.17327696	0.57576656	0.42094192	0.2012895	0.459446	0.46025863	0.6137931	0.61349666	0.20051971	0.4404757	0.55264634	0.46797535	0.7099618	0.5811276	0.6662408	0.46133626	0.4662544	0.55791116	0.5391065	0.533518	0.4416197	0.47577688	0.43387282	0.5659784	0.56589705	0.54241055	0.51037675	0.57958037	0.5613787	0.56077063	0.4690236	0.47686386	0.6012784	0.618764	0.6467314	0.21670291	0.5841017	0.35459483	0.47998136	0.5439028	0.6231139	0.486598	0.41901395	0.60373557	0.4822773	0.5137387	0.25646952	0.4905139	0.42368335	0.48786205	0.64787185	0.59325564	0.6730441	0.63664633	0.5162602	0.5684635	0.6069131	0.5170985	0.37892735	0.50031775	0.59726644	0.53572685	0.640839	0.43385395	0.5482932	0.63083446	0.5325391	0.5925684	0.67252564	0.41951388	0.4832734	0.59651375	0.53437436	0.39831212	0.13404861	0.17118418	0.47482973	0.4955992	0.54235315	0.5417384	0.5509879	0.29554036	0.4793925	0.6217768	0.5464505	0.49718258	0.65045744	0.6259175	0.5071955
GSM505465	0.61880404	0.5810366	0.539657	0.52669084	0.5573238	0.40079346	0.63693213	0.6204681	0.65803707	0.60272807	0.53651214	0.16777751	0.63636816	0.31846854	0.22852916	0.38118976	0.5421028	0.59830797	0.6290612	0.20192319	0.3516721	0.5761475	0.53039247	0.69391334	0.62468755	0.69029105	0.40521982	0.527	0.6026374	0.61329293	0.58438545	0.44828832	0.5093602	0.32885334	0.56966895	0.4306857	0.5752648	0.56339794	0.49310204	0.63085294	0.5581735	0.3604568	0.45614138	0.6509423	0.5340009	0.6902514	0.2245349	0.5730803	0.3668815	0.5494382	0.6060383	0.6436049	0.5541292	0.34654078	0.64967656	0.5477879	0.55979174	0.27152938	0.53599405	0.3454506	0.36038077	0.62392706	0.5981095	0.6694625	0.64612865	0.58885825	0.5943985	0.6563756	0.51519835	0.33364594	0.5728415	0.63879246	0.6028637	0.65556794	0.47630858	0.5810909	0.63705075	0.5853545	0.5279346	0.642893	0.3322639	0.547474	0.5906228	0.42404053	0.30117792	0.15801913	0.20820683	0.5417035	0.5793302	0.5876326	0.6136735	0.5919747	0.2616827	0.52186024	0.6345792	0.61422074	0.4341989	0.644573	0.63491803	0.5952377
GSM505466	0.55683607	0.4941197	0.55298257	0.49529096	0.58445126	0.45683104	0.6133891	0.541582	0.5949454	0.5255996	0.45582187	0.5477573	0.56278294	0.37093845	0.57982934	0.41165695	0.49508864	0.56778604	0.5745771	0.43173462	0.40516078	0.55690664	0.4638691	0.67669266	0.5513102	0.6457253	0.37316412	0.4446198	0.5473101	0.56065357	0.51424336	0.500042	0.44650155	0.3909538	0.5447356	0.44723555	0.51579267	0.52974075	0.5247806	0.55737334	0.62082464	0.44165623	0.5050292	0.5921383	0.6087247	0.6313744	0.6113081	0.57600754	0.42299843	0.49253312	0.54065883	0.5968569	0.47693002	0.3602764	0.59913063	0.42119652	0.49862984	0.65821713	0.4703029	0.48269096	0.45347354	0.6314247	0.6380438	0.6785721	0.5952344	0.48453376	0.5378265	0.5962294	0.55611044	0.4371042	0.51477903	0.59882253	0.5665656	0.6266271	0.4583516	0.5401898	0.6518854	0.5253879	0.5877525	0.67798054	0.367477	0.45549485	0.6126228	0.5302754	0.37664324	0.4952329	0.5144701	0.47813082	0.49019787	0.503397	0.5816648	0.55173665	0.33937097	0.435803	0.57639205	0.5601419	0.48426002	0.6236924	0.6141002	0.50715864
GSM505467	0.60429436	0.50907654	0.6078436	0.49582985	0.5472102	0.40248144	0.6616779	0.5937983	0.6546604	0.5086463	0.58537436	0.51548535	0.57221335	0.3297915	0.5655452	0.36148417	0.52281153	0.5614094	0.61359155	0.43214315	0.34436634	0.6008772	0.50622714	0.72023314	0.5398472	0.7228102	0.36809745	0.4952063	0.52669525	0.51397234	0.5108833	0.47032815	0.55496085	0.31545407	0.5926767	0.4477411	0.5887032	0.5380434	0.51215667	0.62932575	0.55068076	0.38078815	0.50696504	0.5441994	0.57592905	0.6786375	0.5864502	0.5995783	0.37611187	0.4953441	0.61081254	0.6202896	0.47390407	0.3360396	0.65157324	0.441048	0.5240333	0.66594976	0.42774352	0.37123233	0.39793947	0.6057262	0.5745299	0.64236796	0.6443995	0.4832766	0.5679855	0.5635767	0.47443002	0.33236152	0.47944647	0.56339836	0.5316313	0.67450786	0.46205503	0.5048604	0.5624981	0.4982898	0.51422644	0.63220125	0.31396943	0.5567516	0.5832814	0.43887624	0.33092734	0.42475322	0.48820645	0.52037895	0.5550557	0.5201924	0.507847	0.50513834	0.29948384	0.5471914	0.64964056	0.5370525	0.41537228	0.664844	0.57375175	0.5098783
GSM505468	0.46783558	0.5446471	0.56544924	0.47000355	0.46253228	0.4066428	0.5925421	0.60400814	0.6740611	0.55815923	0.48912358	0.2169056	0.5708686	0.33385098	0.27425444	0.39030752	0.43956208	0.57826203	0.60251355	0.27764308	0.3805481	0.5652696	0.4320352	0.70716524	0.57877195	0.6796917	0.37916332	0.40408373	0.5489578	0.5896857	0.5061161	0.39919427	0.4066876	0.34767345	0.57013035	0.4451385	0.50936115	0.5374819	0.4812039	0.5283516	0.48789677	0.41856253	0.4472564	0.6072793	0.5464372	0.6739517	0.23309922	0.5706092	0.32161534	0.50363153	0.49487516	0.62820774	0.48158258	0.38582373	0.6214005	0.4772957	0.5204554	0.31516153	0.49300396	0.32610148	0.37630096	0.6281482	0.5188036	0.5991209	0.6151422	0.5255123	0.57841676	0.61735034	0.48937917	0.28561854	0.50077015	0.5621446	0.54785615	0.6408141	0.4773961	0.5838629	0.5546196	0.54727304	0.5663629	0.5931521	0.35995746	0.47398436	0.53823906	0.41115975	0.29868728	0.21228778	0.21581712	0.43509609	0.5122777	0.5635512	0.53923935	0.5855723	0.227561	0.4610258	0.5827539	0.56277996	0.4314658	0.63417125	0.6240369	0.54203236
GSM505469	0.45995197	0.567071	0.6107117	0.5592563	0.51831734	0.47375384	0.6621008	0.6678382	0.7137954	0.57970476	0.4480447	0.17665473	0.61787	0.4173305	0.2100062	0.445199	0.41557956	0.5815345	0.66917384	0.19212794	0.4350887	0.6448846	0.38931555	0.75663185	0.64147294	0.726514	0.42403668	0.4070329	0.6085564	0.60559094	0.58292055	0.41836616	0.42371607	0.42156425	0.64256775	0.5052752	0.4448704	0.58033735	0.5443468	0.47917894	0.5547837	0.46493387	0.4897413	0.63616717	0.5876934	0.71673787	0.20684722	0.6376816	0.37437725	0.5660804	0.48161706	0.6890854	0.5365281	0.3938572	0.6805659	0.55095106	0.5817352	0.26957232	0.5304602	0.38283628	0.45325708	0.65824276	0.5788294	0.67757046	0.69558185	0.5986031	0.64792186	0.6418927	0.5091361	0.37521854	0.55700296	0.6463907	0.59521115	0.69295394	0.5207402	0.5650611	0.5785662	0.59325266	0.55380106	0.6454525	0.40297055	0.42128477	0.57097715	0.562321	0.37071395	0.17501625	0.18527403	0.41868654	0.45417678	0.56629634	0.5645848	0.587851	0.30364132	0.42830867	0.6825141	0.5831429	0.4874418	0.71402204	0.61104596	0.5696294
GSM505470	0.38588437	0.5006781	0.4562419	0.3721308	0.49245724	0.26205993	0.5204972	0.4322006	0.53287214	0.5464736	0.33413988	0.5672191	0.5804393	0.2326617	0.6049224	0.2364138	0.34513056	0.47198832	0.49842134	0.41343796	0.2653907	0.43134344	0.29186007	0.6166411	0.5040243	0.59714997	0.2663442	0.31343934	0.48380706	0.55210817	0.41928747	0.31980872	0.33486754	0.25972283	0.4550081	0.31879854	0.33414048	0.4480211	0.31728965	0.37691218	0.5277626	0.31480664	0.246696	0.5604214	0.4351907	0.50823164	0.5611005	0.46373114	0.23347574	0.4580922	0.40994534	0.5384451	0.46875983	0.2342729	0.47665104	0.40337503	0.42506462	0.7278545	0.45297918	0.26257727	0.3077039	0.58756065	0.53009915	0.5281836	0.5042538	0.479414	0.46927923	0.54749787	0.3911311	0.20761287	0.42176345	0.5806742	0.5433832	0.52536136	0.36454213	0.5443091	0.5120939	0.5207593	0.49034372	0.5908653	0.22042021	0.3597836	0.5476777	0.3709463	0.24810952	0.6212415	0.4772627	0.32410392	0.32228583	0.5500892	0.5113862	0.63212013	0.1970784	0.38275552	0.5108827	0.5619936	0.35354078	0.4445068	0.48349032	0.5212489
GSM505471	0.4009753	0.5215191	0.5306448	0.5098386	0.5876611	0.54965734	0.6024022	0.5695287	0.6411178	0.5540065	0.40163958	0.12373185	0.5715697	0.4615766	0.18801531	0.51244897	0.35347176	0.63830703	0.59997165	0.19424805	0.4848925	0.5758273	0.35924593	0.71587926	0.60462403	0.677033	0.4538109	0.35209817	0.5451598	0.5749951	0.51200384	0.43721354	0.36432517	0.51660115	0.56907547	0.5670499	0.42274553	0.52272534	0.6779401	0.45541108	0.57468617	0.5587664	0.5439519	0.57067126	0.68348813	0.65379524	0.1557413	0.59159577	0.43539044	0.49133146	0.4672674	0.63551533	0.45389268	0.51741606	0.58604175	0.49261993	0.5311068	0.2422413	0.48544684	0.53600085	0.55196935	0.6855044	0.5899107	0.68971556	0.6182608	0.5329671	0.59189576	0.59225214	0.515713	0.46636638	0.5112209	0.6009114	0.5123929	0.641234	0.45980877	0.5018202	0.64598	0.5059763	0.60589755	0.66578794	0.5385486	0.40064707	0.6016651	0.6535352	0.45557734	0.19310597	0.14337194	0.37647063	0.44880593	0.5321532	0.56721413	0.5499456	0.40027815	0.37270486	0.5913515	0.55177826	0.6368616	0.6400472	0.63986707	0.54305744
GSM505472	0.6167886	0.41248962	0.4725596	0.3591293	0.59043103	0.41176662	0.58146304	0.48297486	0.59261405	0.40037087	0.5490688	0.31369138	0.4563654	0.3448316	0.36801207	0.34495303	0.556029	0.62455744	0.5392406	0.32900387	0.33691287	0.49907205	0.5141505	0.6762867	0.43758073	0.60044205	0.4182086	0.5269283	0.42082962	0.39655587	0.3787834	0.47143346	0.51825666	0.32916272	0.55073565	0.47878963	0.59016496	0.41572964	0.4926995	0.6353771	0.5795575	0.39563912	0.47871533	0.4417753	0.5842563	0.6168729	0.36163127	0.50840473	0.35971802	0.34083125	0.6125027	0.56519926	0.34479553	0.3616327	0.57584447	0.33203706	0.40160748	0.4701566	0.31027684	0.35669857	0.37201035	0.66812605	0.6388192	0.68793064	0.5659947	0.36634076	0.5003437	0.4536981	0.54879844	0.33215326	0.35684282	0.47943667	0.38561216	0.6253834	0.3304013	0.3648218	0.63215613	0.40613857	0.60203373	0.6927252	0.3673842	0.57210827	0.6676109	0.45180488	0.32434595	0.2772646	0.33398986	0.5423417	0.55342805	0.43671167	0.40028533	0.41062438	0.28207752	0.54103035	0.5789045	0.40657383	0.42634037	0.58693695	0.6632626	0.4108577
GSM505473	0.70351505	0.1946365	0.27126285	0.14585364	0.6738041	0.6381663	0.18899459	0.16528878	0.34084892	0.21992266	0.6629451	0.40220174	0.21694478	0.63236165	0.4231471	0.6239102	0.60653037	0.7293422	0.17793629	0.40399247	0.60927516	0.19535908	0.6438749	0.3508364	0.21243608	0.21800092	0.57127315	0.62165856	0.18474561	0.3234229	0.17167547	0.56318575	0.62971616	0.6074815	0.26418942	0.64947337	0.68491054	0.1520926	0.7178155	0.7165452	0.67270964	0.66010547	0.6312864	0.40153247	0.7793691	0.25368118	0.4560545	0.25627032	0.51867807	0.16883484	0.72684085	0.21075544	0.18118492	0.5842084	0.17639655	0.16878626	0.200777	0.5345654	0.2694854	0.6239959	0.6519171	0.7516835	0.7146454	0.77082103	0.1956467	0.20271876	0.16380462	0.28064686	0.64840555	0.52689016	0.1794484	0.27221042	0.31512544	0.22030622	0.11584619	0.4044086	0.72817856	0.20519757	0.6827495	0.7456684	0.5785832	0.6791607	0.7224495	0.6993615	0.5939739	0.360361	0.3990023	0.65438056	0.6859666	0.25441378	0.50050795	0.41930413	0.46588224	0.6539348	0.26896203	0.3288185	0.68566966	0.23495892	0.7318437	0.18444264
GSM505474	0.55944914	0.52358603	0.5922636	0.5033797	0.49902678	0.4723944	0.6163759	0.60939515	0.67154604	0.556812	0.5142348	0.13919151	0.61544836	0.3845791	0.19407266	0.4523424	0.4847344	0.6110219	0.5930208	0.20541039	0.41600645	0.5908057	0.5237657	0.7229401	0.6150793	0.6895561	0.4373423	0.4882385	0.54031616	0.5530946	0.5341174	0.48593807	0.5047662	0.4217464	0.612112	0.5026618	0.60393476	0.552561	0.52709776	0.61731637	0.50412226	0.4934602	0.55933654	0.5911058	0.6537162	0.6700178	0.19215894	0.62960935	0.41278377	0.49672252	0.57505405	0.6508768	0.49414513	0.4554672	0.63198316	0.51751655	0.51995	0.20914072	0.4671375	0.44969124	0.49108937	0.6671048	0.5405076	0.67730945	0.62549585	0.54373264	0.5887357	0.59826875	0.5178045	0.43846658	0.5032471	0.60246915	0.52427673	0.6552875	0.46029246	0.5201571	0.5689509	0.55029124	0.5851912	0.60574967	0.43016678	0.5260846	0.57312083	0.5101131	0.36553654	0.16179368	0.12959298	0.51095045	0.5498567	0.5085089	0.52928	0.53559625	0.33699134	0.47268704	0.6278441	0.541923	0.51577914	0.6442993	0.6687735	0.5541541
GSM505475	0.62976557	0.42831874	0.5289295	0.4046119	0.54885596	0.50117403	0.5948595	0.52603066	0.59331363	0.45124242	0.60456055	0.52696776	0.4998823	0.41732073	0.60227865	0.4376387	0.5741973	0.5978231	0.5404674	0.4608751	0.4294869	0.51219976	0.53972936	0.6631711	0.4847632	0.6446227	0.4295606	0.52259344	0.48011303	0.5052305	0.42374793	0.4618013	0.560787	0.4288187	0.52873796	0.5027738	0.6342468	0.4396281	0.5532633	0.6529254	0.5799887	0.48358136	0.57247734	0.54998064	0.64126104	0.6215059	0.58086526	0.53967065	0.421862	0.40554893	0.6465504	0.5558541	0.40268672	0.39299077	0.56766254	0.38236114	0.44442934	0.6290562	0.4180806	0.45765084	0.45833883	0.62782204	0.60018116	0.675563	0.5688341	0.41521534	0.49047145	0.51279175	0.52498037	0.38710076	0.4194751	0.5303237	0.49185956	0.6096639	0.385028	0.48020393	0.59918094	0.4400744	0.5495577	0.64116526	0.38773075	0.6016439	0.61650145	0.5440629	0.3982026	0.38685095	0.5165169	0.55908525	0.608464	0.48101723	0.5026003	0.5034115	0.36976376	0.57578605	0.5761775	0.4841348	0.5238774	0.5982854	0.6141936	0.4343866
GSM505476	0.5169036	0.51061773	0.5570671	0.44290408	0.54323536	0.5158305	0.5903393	0.52620006	0.6656567	0.5288393	0.5043713	0.19523025	0.5734129	0.5030528	0.2657612	0.50329024	0.47730732	0.65270007	0.574926	0.25116947	0.4895381	0.5430544	0.46653798	0.7018453	0.5725511	0.65816104	0.4576046	0.4411518	0.5277808	0.58296084	0.49518794	0.43769032	0.46292284	0.44593552	0.5819091	0.54149914	0.5183029	0.5087924	0.63328665	0.57668006	0.56277966	0.5253362	0.5742301	0.60905457	0.6549684	0.6382688	0.22939953	0.5887655	0.41859567	0.47493425	0.51011634	0.6150799	0.45101994	0.44714648	0.57916224	0.4532838	0.5091312	0.28678468	0.48948246	0.53212535	0.49635336	0.69476074	0.61931896	0.7269994	0.6274409	0.51828945	0.5682943	0.5843763	0.53930247	0.42849958	0.47971153	0.58530706	0.5513549	0.6158609	0.44717988	0.53379285	0.6406601	0.5159019	0.6378727	0.65379155	0.47462627	0.50023824	0.6164925	0.58476496	0.44675887	0.1969645	0.20565584	0.4804747	0.53603745	0.57875186	0.550242	0.5661216	0.40452865	0.48390895	0.61353	0.53735304	0.5619176	0.6560702	0.67704535	0.5200994
GSM505477	0.5742854	0.57086754	0.5949496	0.517263	0.56153655	0.4535404	0.6478795	0.60057145	0.6956595	0.6007631	0.5128576	0.12638265	0.6189343	0.37706172	0.16668037	0.47463334	0.47709554	0.6072546	0.61824864	0.15520856	0.40226057	0.604496	0.5090147	0.73001826	0.64190465	0.68694824	0.43076056	0.48488054	0.5755291	0.60058516	0.5770265	0.45160997	0.47904432	0.38133246	0.6090467	0.47044283	0.5571593	0.57306135	0.55964035	0.58043367	0.57468426	0.41769594	0.47108874	0.64342445	0.5752404	0.7120567	0.15403366	0.6092387	0.34312052	0.5414158	0.58427393	0.6695259	0.53469884	0.41892743	0.653867	0.5304678	0.5651582	0.19353828	0.5347487	0.37293234	0.41136372	0.6277605	0.58049357	0.660691	0.6505733	0.5725124	0.61976993	0.6616601	0.5445063	0.34810746	0.5555759	0.63210344	0.59829366	0.6577462	0.4890911	0.58124125	0.6541337	0.5655146	0.5472611	0.65231776	0.4084104	0.5349215	0.5894507	0.4785688	0.35810322	0.14052752	0.1419535	0.48916185	0.5583499	0.5614187	0.6011534	0.6190146	0.23544845	0.47674066	0.6738816	0.59881765	0.5063401	0.6735436	0.6314295	0.5833758
GSM505478	0.73443735	0.3927261	0.39473218	0.30023772	0.63693374	0.30057305	0.411982	0.36398616	0.48277596	0.4084987	0.6803869	0.59484357	0.42225277	0.2795845	0.636425	0.31924635	0.6514118	0.63525885	0.38914147	0.4800871	0.3057598	0.38001475	0.6104593	0.5334977	0.40700078	0.47571108	0.33541608	0.61762315	0.3866373	0.5004465	0.34111375	0.55831134	0.6208408	0.25651872	0.41553295	0.38975596	0.6656778	0.3296468	0.36745358	0.71932626	0.6564533	0.34121883	0.41460305	0.5683501	0.49880633	0.48434117	0.640288	0.42664418	0.26831225	0.33527815	0.695003	0.40626824	0.34135795	0.2394537	0.4035198	0.31490034	0.36223668	0.71473265	0.3908192	0.27723137	0.30815816	0.688377	0.7020149	0.67365086	0.40865153	0.35829088	0.3362712	0.46910205	0.6506176	0.23045537	0.34146437	0.46275425	0.4838998	0.46116573	0.27079946	0.5374269	0.71424127	0.37076283	0.5569169	0.7508665	0.23022467	0.6702132	0.7075001	0.31219184	0.28448123	0.5412299	0.5960082	0.62126315	0.6705616	0.4477503	0.59274876	0.54510415	0.17523634	0.6462908	0.45294297	0.48529923	0.34233272	0.43467283	0.6281686	0.38236982
GSM505479	0.5056814	0.59747404	0.53750366	0.55345005	0.51686394	0.52561086	0.6323844	0.6493487	0.6364342	0.63875407	0.45806074	0.0746969	0.67434675	0.46053585	0.12102735	0.53221285	0.4291463	0.5772007	0.6265343	0.11397746	0.4764443	0.5839144	0.44558936	0.71343446	0.6730043	0.7036076	0.46023205	0.43057546	0.6523554	0.64781046	0.60808235	0.36118025	0.41916764	0.53775734	0.5362069	0.5686587	0.5296821	0.58958364	0.6494961	0.5312344	0.53650516	0.5217798	0.59024334	0.6824256	0.68907315	0.69703597	0.105526805	0.59174776	0.43960327	0.5804215	0.55624396	0.67939687	0.5574628	0.4855466	0.6522221	0.5800453	0.59323543	0.15251753	0.5527643	0.4970655	0.54290855	0.6404401	0.5446405	0.66320926	0.63887733	0.60856575	0.6261242	0.67661095	0.47439575	0.47996804	0.60148114	0.6512246	0.6186179	0.6439005	0.5172622	0.61385256	0.6126974	0.633732	0.5602784	0.60700643	0.51473206	0.47698033	0.53466964	0.6140534	0.46597907	0.090656966	0.08341092	0.43966806	0.5156101	0.5846653	0.6074446	0.61455035	0.40967214	0.440044	0.61955464	0.62404436	0.5912794	0.64217544	0.60535806	0.60255367
GSM505480	0.52889735	0.57367915	0.591521	0.535621	0.54736817	0.48542598	0.6592996	0.62522376	0.6990688	0.5924202	0.5081097	0.11635533	0.64465463	0.36868978	0.14744312	0.46129233	0.49775156	0.66119117	0.633447	0.19225687	0.4196567	0.60318893	0.4935349	0.7455151	0.6510037	0.7126563	0.42499268	0.4675581	0.6082499	0.59921217	0.5873703	0.46725148	0.49629527	0.4228534	0.628831	0.499568	0.54855734	0.5857822	0.5314322	0.54692644	0.54725945	0.46604654	0.5246061	0.6378762	0.61624837	0.7014655	0.14928806	0.63519996	0.38417798	0.544813	0.5636215	0.67922384	0.5411032	0.4152904	0.65341914	0.5348877	0.5906428	0.19561133	0.51265204	0.4188239	0.43174058	0.6994964	0.5470283	0.70418364	0.6869043	0.5809857	0.63213736	0.65758073	0.5259126	0.42199743	0.5605765	0.6485944	0.57061195	0.6770895	0.50680006	0.5795054	0.60103273	0.5876714	0.5999262	0.6315446	0.45034575	0.5248181	0.5722181	0.500237	0.35582662	0.13439482	0.109668314	0.47126082	0.5359209	0.57036084	0.6067737	0.58769524	0.28500462	0.4797376	0.65147614	0.58631384	0.51283854	0.67698884	0.6955295	0.58379537
GSM505481	0.5921648	0.5308001	0.5967536	0.5166658	0.5747556	0.4358526	0.6744485	0.614064	0.68985385	0.59802854	0.5627401	0.21195465	0.629362	0.39078322	0.30222535	0.4720076	0.53117317	0.5057538	0.6312393	0.1900093	0.40090072	0.63019127	0.50929904	0.74005777	0.6342395	0.69929004	0.4370457	0.5016815	0.5698872	0.5719559	0.55469483	0.4278384	0.50591415	0.35711303	0.61145633	0.48266467	0.58871067	0.5756408	0.5079084	0.62340945	0.5546969	0.4433952	0.5592	0.601913	0.5562947	0.7109934	0.26696515	0.6254126	0.40238804	0.5439416	0.60635704	0.66356826	0.5316303	0.38270724	0.68891263	0.51536846	0.53972477	0.3637549	0.48556015	0.428623	0.39355052	0.5594002	0.6318911	0.5756104	0.67846	0.5584372	0.6231614	0.6086527	0.49480757	0.38705325	0.517903	0.6409489	0.56327534	0.7005623	0.4755453	0.54055834	0.6475992	0.55887955	0.4766395	0.6537944	0.36306155	0.5822578	0.59597903	0.46834445	0.35888758	0.21523663	0.23475796	0.5131454	0.5827725	0.5415775	0.5602689	0.569919	0.31897086	0.51843935	0.6197287	0.58319306	0.4718485	0.68500316	0.5401092	0.5690584
